Username,artist_name,track_name,genre,track_id,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Babs_05,Kacey Musgraves,Slow Burn,Dance,6ET9kf9riLETWs9lePUEAI,73,0.462,0.555,0.43,0.000191,0.0869,-9.105,0.0295,147.613,0.274
Babs_05,Salt-N-Pepa,Push It,Dance,0TT7wJiEYD5GAeJfSR1ETX,66,0.00684,0.926,0.6,0.00187,0.0901,-12.485,0.0883,127.247,0.97
Babs_05,Fat Joe,"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix",Dance,2uiEqPjMmIJXOKplzsEASP,63,0.116,0.635,0.751,0.0,0.0951,-5.055,0.357,126.806,0.591
Babs_05,Dr. Dre,Big Ego's,Hip-Hop,2BMRUAA1oTc7e9JPlr6xbZ,55,0.582,0.823,0.816,6.95e-06,0.235,-1.48,0.249,88.688,0.485
Babs_05,Rodríguez,Crucify Your Mind,Folk,2Xn7NadvZ56D0B2D7x2CSL,43,0.217,0.505,0.561,0.0,0.0952,-7.772,0.0803,85.102,0.55
Babs_05,Mr. Vegas,Gallis,Reggae,0v4dDNvkMLPQgjubmmE5JV,37,0.0039,0.726,0.693,0.0,0.111,-6.61,0.0672,109.941,0.347
Babs_05,Groundation,Babylon Rule Dem,Reggae,2M3kpGBrnU6mebuyGGRf9M,47,0.228,0.841,0.485,0.000111,0.086,-9.427,0.0852,122.112,0.565
Babs_05,Stephen Marley,Rock Stone,Reggae,2PeRJj9lTSq7Eb3UHXLFK8,53,0.231,0.77,0.788,0.000204,0.197,-5.489,0.278,82.029,0.591
Babs_05,Fantan Mojah,Rasta Got Soul,Reggae,1KgsVjdsvVf68nEm8lzvFO,54,0.2,0.872,0.688,0.0,0.385,-4.024,0.123,96.989,0.885
Babs_05,The Aggrolites,Lightning & Thunder,Ska,4INDchTf4gn3GY1S926j8P,22,0.238,0.78,0.7,0.464,0.0643,-7.082,0.0692,104.683,0.96
Babs_05,Buju Banton,Champion,Reggae,1UFOUQ1Szs3fJWWWQDOreB,56,0.092,0.791,0.599,0.0,0.0863,-9.837,0.326,180.078,0.545
Babs_05,DJ Shadow,Six Days - Remix,Electronic,5j3QqRGflS4o5jbsFSwKW1,59,0.0351,0.641,0.943,0.000259,0.328,-6.254,0.264,171.811,0.718
Babs_05,Erik Satie,Gnossienne No. 1,Classical,6fA0ItjPMuHOlmkeVpwU2w,46,0.996,0.376,0.00579,0.944,0.0882,-31.615,0.0576,71.827,0.0369
Babs_05,Jules Massenet,Meditation: Méditation from Thaïs,Opera,0XfFRLi9G87t57kqZAzeef,49,0.872,0.0847,0.0693,0.499,0.0923,-23.23,0.0545,58.759,0.0361
Babs_05,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Classical,61dYvvfIRtIDFuqZypPAta,66,0.9,0.257,0.109,0.867,0.0762,-21.356,0.0597,75.02,0.307
Babs_05,George Gershwin,Rhapsody in Blue,Classical,78dv9BM2N8Ql0vrNE2Cv1I,49,0.963,0.341,0.247,0.763,0.232,-16.986,0.0457,77.208,0.0994
Babs_05,Edward Elgar,"Cello Concerto in E Minor, Op.85 (1988 Digital Remaster): I. Adagio - Moderato",Classical,5pjDwtMPly0cNMbuGXhUOI,54,0.944,0.148,0.0722,0.148,0.115,-25.217,0.0427,87.882,0.0467
Babs_05,Ralph Vaughan Williams,The Lark Ascending,Classical,2kAgCRZPG3YQR2VMqRvLmb,59,0.902,0.0811,0.0122,0.308,0.0648,-32.654,0.0511,74.554,0.0384
Babs_05,Majid Jordan,Her,Alternative,6GatnDEhYQLOdRzdVbJaky,58,0.00372,0.675,0.5,0.00268,0.114,-6.6,0.0516,90.029,0.0709
Babs_05,Lianne La Havas,Unstoppable - FKJ Remix,R&B,0mBe4dWMRLXvrAs8ixpmbp,55,0.183,0.647,0.562,0.000504,0.0763,-7.733,0.165,92.2,0.495
Babs_05,Alina Baraz,Make You Feel,Alternative,5zouq58uwciUTe0rhrwKmc,59,0.787,0.7,0.43,0.000476,0.129,-8.437,0.0399,100.008,0.103
Babs_05,Sango,"Middle of Things, Beautiful Wife (feat. Xavier Omär))",Alternative,1OjmLuc3Kf34WcEAasCjsO,49,0.0858,0.377,0.334,0.00182,0.0756,-10.833,0.0757,80.521,0.0919
Babs_05,Majid Jordan,A Place Like This,Alternative,1jRHh8JcdUV9zTiAmyzhU9,49,0.0442,0.551,0.449,0.00681,0.0831,-11.297,0.0637,133.558,0.392
Babs_05,Thundercat,Them Changes,Hip-Hop,5dcZUsgcMW57ju0A379O7c,63,0.551,0.784,0.55,0.000607,0.0899,-8.645,0.0632,81.676,0.715
Babs_05,Erykah Badu,Appletree,R&B,2jAn0rAOyLW6hIEuIDNcoT,60,0.0931,0.88,0.454,0.000125,0.0759,-10.882,0.0773,94.865,0.576
Babs_05,Nao,So Good,R&B,5JfzG6442R2JvJXBDfUXZW,45,0.318,0.593,0.211,0.0,0.101,-8.249,0.273,96.024,0.834
Babs_05,Rhye,Open,Folk,3JsA2sWDNR9oQogGAzqqtH,65,0.896,0.551,0.324,0.0873,0.277,-10.962,0.0314,90.957,0.231
Babs_05,Selena,Baila Esta Cumbia,Pop,3lFGBrRWUxpTfhhq6lGBRw,63,0.52,0.711,0.803,8.37e-06,0.0987,-4.58,0.124,182.92,0.787
Babs_05,will.i.am,Scream & Shout,Dance,2iJuuzV8P9Yz0VSurttIV5,72,0.019,0.772,0.685,8.96e-05,0.131,-6.849,0.0696,130.033,0.501
Babs_05,Usher,She Came II Give It II U (feat. Nicki Minaj),Dance,0kF6MdXhjQeYhZ2kogCIsx,53,0.0419,0.821,0.565,0.0,0.0796,-5.403,0.0837,119.975,0.732
Babs_05,Eminem,The Monster,Hip-Hop,48RrDBpOSSl1aLVCalGl5C,76,0.0525,0.781,0.853,0.0,0.12,-3.68,0.0715,110.049,0.624
Babs_05,Eve,Who's That Girl?,Dance,3uVE5vLKkigiWBOQEgmdDk,62,0.0153,0.768,0.867,0.000385,0.0686,-3.652,0.185,96.431,0.559
Babs_05,Selah Sue,This World,Soul,3ttKMMwWGBcp08UWhtdqd7,35,0.113,0.69,0.567,6.55e-05,0.375,-7.117,0.0762,136.008,0.257
Babs_05,Live,The Dolphin's Cry,Alternative,6FPnecQDKOWSAKDKBAZ7ZG,53,0.000427,0.342,0.797,1.37e-05,0.161,-5.948,0.0407,149.773,0.372
Babs_05,Enrique Iglesias,"Bailamos - From ""Wild Wild West""",Dance,2bbeNsFmjZqdoDhjLsKNWe,55,0.0606,0.64,0.873,0.00159,0.151,-4.514,0.0409,99.898,0.544
Babs_05,Big Sean,Research,R&B,0nfkzX4y8O7Jxotd7bCu2C,54,0.239,0.758,0.756,0.0,0.258,-4.592,0.26,143.04,0.755
Babs_05,Luis Fonsi,Despacito - Remix,Dance,6rPO02ozF3bM7NnOV4h6s2,82,0.228,0.653,0.816,0.0,0.0967,-4.353,0.167,178.086,0.816
Babs_05,Rihanna,Love Without Tragedy / Mother Mary,Dance,7I5iWxgkVGe4M9msr9BMp9,45,0.0698,0.549,0.665,0.0,0.195,-6.482,0.036,127.838,0.149
Babs_05,Fifth Harmony,We Know,R&B,4ay1nveMI5wWNTZPfdvy1w,49,0.586,0.425,0.336,0.0,0.0729,-7.606,0.0542,83.926,0.294
Babs_05,Chris Brown,She Ain't You,Dance,4QczAMpo49owCaNZgtoIvv,51,0.0341,0.634,0.716,0.0,0.0877,-6.502,0.128,91.039,0.619
Babs_05,Kiana Ledé,Fairplay - Remix,Alternative,1NCW1qPDzfvB5E44dmgfGV,47,0.509,0.759,0.489,0.000165,0.105,-9.504,0.3,139.978,0.718
Babs_05,Ciara,Greatest Love,Dance,2CI2yyRfxB0HhEnXso3yLB,66,0.183,0.687,0.723,0.0,0.0996,-5.126,0.0902,119.991,0.58
Babs_05,Demi Lovato,Sorry Not Sorry,Dance,3Du2K5dLzmduCNp6uwuaL0,82,0.0223,0.702,0.635,0.0,0.283,-6.917,0.265,144.004,0.873
Babs_05,Eminem,Rap God,Hip-Hop,6or1bKJiZ06IlK0vFvY75k,79,0.397,0.708,0.843,0.0,0.799,-2.66,0.314,148.14,0.625
Babs_05,Michael Jackson,P.Y.T. (Pretty Young Thing),Pop,5lA3pwMkBdd24StM90QrNR,72,0.23,0.888,0.815,0.000424,0.127,-4.909,0.0404,127.273,0.961
Babs_05,Ariana Grande,Focus,Dance,1cdzfFjEbUbgTm5nv3FgXR,67,0.266,0.681,0.879,0.0,0.446,-6.006,0.291,99.955,0.818
Babs_05,Drake,Too Good,Hip-Hop,3BtuIIrQlkujKPuWF2B85z,76,0.0662,0.82,0.641,5.07e-05,0.102,-7.811,0.116,117.974,0.395
Babs_05,Backstreet Boys,We've Got It Goin' On - Radio Edit,Dance,2rtDTRFjBoqyj2rgi5mOAF,49,0.0851,0.758,0.875,0.0,0.227,-4.518,0.0363,112.966,0.91
Babs_05,Luis Fonsi,Calypso,Dance,4178A5NkEjcsGc64jpBO6d,78,0.138,0.866,0.859,0.0,0.401,-3.087,0.0587,109.972,0.923
Babs_05,Shaggy,Big Up,Reggae,2Jnk9kI8YtFmKJXDZGjo0p,43,0.118,0.875,0.815,0.0,0.0788,-7.71,0.0634,98.943,0.85
Babs_05,Burning Spear,African Teacher - 2002 Remastered Version,Reggae,41YxQq6WsgzWKf6MoFU3ei,34,0.171,0.804,0.52,0.19,0.16,-10.646,0.0563,78.604,0.957
Babs_05,Billy Talent,Red Flag,Alternative,2RZWdE8kYPlCAcRUYDeuLC,64,0.000583,0.564,0.865,0.0,0.056,-7.384,0.121,183.052,0.726
Babs_05,Caesars,Jerk It Out,Alternative,6sbp4i2FtlsQSVMepZPG9c,54,0.0171,0.58,0.981,1.07e-05,0.386,-2.603,0.06,134.007,0.861
Babs_05,Luniz,I Got 5 On It,Rap,4IYKjN1DrYzxKXt0umJqsG,74,0.209,0.6,0.706,0.0,0.125,-7.899,0.361,173.926,0.58
Babs_05,Lesley Gore,You Don't Own Me,Folk,7ngRS53kqxLcEt9Pythc5d,59,0.687,0.475,0.43,0.0,0.715,-10.049,0.025,94.845,0.696
Babs_05,Groove Armada,Superstylin',Electronic,2yWyFT6bW1Rd9cjVvYi4v8,61,0.00346,0.743,0.798,0.00131,0.259,-8.263,0.0557,128.968,0.928
Babs_05,N.W.A.,Fuck Tha Police,Hip-Hop,5n8Aro6j1bEGIy7Tpo7FV7,69,0.0184,0.865,0.751,0.0,0.0529,-8.363,0.304,98.647,0.851
Babs_05,Faces,Stay with Me,Blues,7fLTytvnvxy653VWxflTRf,59,0.0456,0.449,0.897,0.169,0.134,-6.993,0.0361,91.067,0.84
Babs_05,Crystal Castles,Baptism,Dance,1Ow9ZsMYJ1XmaXmUeKYJGT,48,0.00195,0.687,0.819,0.45,0.79,-4.709,0.0428,119.976,0.191
Babs_05,Bronski Beat,Smalltown Boy,Dance,5vmRQ3zELMLUQPo2FLQ76x,71,0.288,0.685,0.584,0.00918,0.124,-10.616,0.0276,134.546,0.939
Babs_05,Autechre,Bike,Electronic,4v9rHzCDgQXbDdB7t4Nwcz,41,0.0139,0.751,0.61,0.913,0.089,-14.946,0.043,125.237,0.0375
Babs_05,Freya Ridings,Lost Without You,Folk,6EelrDeZGS0Z81NhXevtrJ,74,0.928,0.409,0.137,0.0,0.0706,-9.169,0.0446,162.08,0.106
Babs_05,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),Dance,5knuzwU65gJK7IF5yJsuaW,81,0.406,0.72,0.763,0.0,0.18,-4.068,0.0523,101.965,0.742
Babs_05,Marshmello,Alone,Pop,12mGwph2YzDIlChtq3EdXP,85,0.0244,0.636,0.953,0.0164,0.108,-3.74,0.0353,142.011,0.397
Babs_05,Kygo,Remind Me to Forget,Pop,5sIx4BlfYGuZeSLF40N9GH,81,0.193,0.685,0.508,0.0,0.139,-6.4,0.0987,99.063,0.315
Babs_05,Jennifer Lopez,Let's Get Loud,Dance,42nSaPdT6g3ZIMHmKLlP2p,69,0.135,0.82,0.937,0.000128,0.35,-4.81,0.0551,130.993,0.906
Babs_05,S Club 7,Bring It All Back,Dance,3v0uXfyMEZ1lGvBOv1Y4ar,65,0.333,0.679,0.903,0.0,0.372,-4.914,0.0463,108.114,0.872
Babs_05,Britney Spears,...Baby One More Time,Dance,3MjUtNVVq3C8Fn0MP3zhXa,77,0.202,0.759,0.699,0.000131,0.443,-5.745,0.0307,92.96,0.907
Babs_05,Backstreet Boys,I Want It That Way,Dance,6e40mgJiCid5HRAGrbpGA6,79,0.216,0.689,0.702,0.0,0.159,-5.642,0.0261,99.031,0.484
Babs_05,Backstreet Boys,Larger Than Life,Dance,6sbXGUn9V9ZaLwLdOfpKRE,69,0.11,0.661,0.973,1.74e-05,0.617,-2.994,0.037,108.037,0.75
Babs_05,Simon & Garfunkel,Scarborough Fair / Canticle,Folk,53uzBMME2GSfpUVtOtiLvA,58,0.689,0.356,0.261,0.0,0.112,-14.963,0.0315,128.551,0.279
Babs_05,The Calling,Wherever You Will Go,Pop,5QpaGzWp0hwB5faV8dkbAz,73,0.0367,0.558,0.719,0.0,0.115,-5.113,0.0267,112.027,0.371
Babs_05,Norah Jones,Don't Know Why,Folk,6ybViy2qrO9sIi41EgRJgx,75,0.883,0.732,0.198,1.1e-05,0.0659,-11.775,0.028,88.174,0.618
Babs_05,Nickelback,How You Remind Me,Alternative,0gmbgwZ8iqyMPmXefof8Yf,75,0.00135,0.446,0.764,0.0,0.099,-5.042,0.033,172.094,0.543
Babs_05,Nelly,Dilemma,Dance,0ARK753YaiJbpLUk7z5yIM,78,0.211,0.725,0.534,2.91e-05,0.221,-8.364,0.167,168.119,0.621
Babs_05,K-Ci & JoJo,All My Life,Dance,5GorFaKkP2mLREQvhSblIg,72,0.117,0.634,0.528,2.26e-06,0.0565,-8.834,0.0309,128.0,0.18
Babs_05,Mahalia,Simmer (feat. Burna Boy),Alternative,4JSEMSiKPVcIEBQIlmGuI3,65,0.227,0.695,0.746,0.0,0.254,-3.952,0.0482,91.698,0.576
Babs_05,TLC,Creep,R&B,1aWV3uY3SIEZVbmv45oFWS,68,0.0193,0.811,0.458,1.41e-06,0.0526,-9.688,0.0402,92.94,0.797
Babs_05,Ramz,Barking,Hip-Hop,2U5cq89GCnsR1yixKkC8d5,80,0.185,0.45,0.465,0.0,0.0782,-7.867,0.268,70.231,0.788
Babs_05,Mos Def,Mathematics,Alternative,3gRlmtdCyNoKiyozn2pqc9,56,0.0285,0.753,0.749,0.0,0.0845,-6.132,0.316,93.79,0.832
Babs_05,Kanye West,Everything I Am,Pop,1XQhZctQWzkznclbmbE7FQ,61,0.461,0.587,0.631,1.54e-06,0.138,-6.811,0.308,80.108,0.733
Babs_05,Kanye West,30 Hours,Pop,2CHmgtK8OCL28WtIK96u4N,63,0.032,0.822,0.813,0.0,0.107,-6.736,0.291,95.122,0.357
Babs_05,Kendrick Lamar,DUCKWORTH.,Hip-Hop,0y9uTzK9cNKSAEHnpeRG8C,67,0.0536,0.552,0.731,0.0,0.258,-6.873,0.615,174.516,0.632
Babs_05,Frank Ocean,Nikes,Alternative,19YKaevk2bce4odJkP5L22,68,0.695,0.543,0.394,0.000239,0.108,-9.637,0.0864,137.811,0.118
Babs_05,Nuyorican Soul,I Am The Black Gold Of The Sun,Jazz,54xrXbM3vHE6JkVqkorRdG,30,0.0219,0.49,0.699,0.375,0.0714,-10.898,0.061,86.58,0.755
Babs_05,Nicolas Jaar,Colomb,Electronic,5PV6r93MQICDlBiCEbURLZ,45,0.81,0.642,0.151,0.773,0.742,-19.243,0.189,158.064,0.0703
Babs_05,Joey Bada$$,Waves,Hip-Hop,3AM2ihc5RFzbC47eCpTg2I,55,0.223,0.733,0.912,0.0,0.206,-3.239,0.223,89.947,0.888
Babs_05,James Blake,Mile High (feat. Travis Scott & Metro Boomin),Alternative,4cQrSREMqBSvJ8ZzBZjVb8,67,0.403,0.754,0.37,6.22e-05,0.107,-9.854,0.12,114.941,0.228
Babs_05,Rihanna,"Yeah, I Said It",Dance,3LRiQ984MtAuGKbzH4QSsE,53,0.439,0.45,0.394,4.02e-06,0.353,-8.174,0.21,128.067,0.257
Babs_05,Moses Sumney,Don't Bother Calling,Alternative,5dqNCR3ANsOIMeQLpk54wU,52,0.856,0.465,0.213,0.00557,0.0863,-10.183,0.0323,123.518,0.0803
Babs_05,Jordan Rakei,Midnight Mischief - Tom Misch Remix,Alternative,3O5JIwSON3KBaoyMUsjLjn,58,0.492,0.546,0.404,0.0269,0.115,-7.441,0.0353,92.07,0.0395
Babs_05,The Pharcyde,Runnin',Alternative,0XgpiStoxq1IJncYlPrvZ5,62,0.0287,0.754,0.785,0.00144,0.319,-8.178,0.18,94.123,0.821
Babs_05,Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),Hip-Hop,2RPbEp0DyBVlkRvvYKopO7,69,0.151,0.706,0.688,0.0,0.466,-6.357,0.269,125.966,0.313
Babs_05,TOKiMONSTA,Realla,Soul,3kqsetsOxWWCkE3UrbZCGV,59,0.45,0.636,0.599,0.0214,0.129,-8.453,0.0487,129.977,0.244
Babs_05,Burna Boy,On The Low,Hip-Hop,1aXxi9PSxNV8vI5BruR7vv,69,0.692,0.816,0.781,0.00935,0.0835,-4.237,0.0425,99.949,0.937
Babs_05,Burna Boy,Gbona,Hip-Hop,2Q20eWqSnV519ybPThUDWs,64,0.564,0.806,0.813,0.000141,0.105,-5.868,0.158,93.88,0.943
Babs_05,Burna Boy,Ye,Hip-Hop,3FskQrDXcY24ur2fCvz35O,68,0.0181,0.503,0.592,0.00014,0.169,-5.923,0.444,201.85,0.344
Babs_05,Burna Boy,Dangote,Hip-Hop,4wPS3JoSOIhb0DhAmc9Wpw,57,0.505,0.539,0.651,1.78e-06,0.0814,-5.017,0.402,67.169,0.8
Babs_05,Burna Boy,Rock Your Body,Hip-Hop,4LbEUmACVAFj8e0WrMUdlN,58,0.107,0.801,0.623,0.00396,0.0853,-7.861,0.0982,104.985,0.801
Babs_05,Barry White,"You're The First, The Last, My Everything - Single Version",Soul,3Dl4dfilgzxgDsByvcCSw8,44,0.00179,0.628,0.712,0.000257,0.435,-7.127,0.0297,130.942,0.902
Babs_05,Aretha Franklin,Respect,Soul,7s25THrKz86DM225dOYwnr,73,0.164,0.805,0.558,2.2e-05,0.0546,-5.226,0.041,114.95,0.965
Babs_05,The Supremes,You Can't Hurry Love,Folk,1OppEieGNdItZbE14gLBEv,75,0.344,0.486,0.725,0.0,0.0831,-9.263,0.0661,193.249,0.694
Babs_05,Al Green,Tired of Being Alone,Blues,10vkYRKw6Jjr7try1ir50G,65,0.339,0.772,0.397,0.00541,0.0753,-8.585,0.0391,97.964,0.617
Babs_05,The O'Jays,Love Train,Soul,28285KFbyCq8sJofn58qlD,69,0.186,0.744,0.568,1.18e-05,0.163,-9.629,0.0494,122.657,0.687
Babs_05,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",Soul,4CB13d6Igb94cWMOQWY3JF,67,0.0518,0.672,0.595,0.0,0.0882,-11.227,0.0331,108.897,0.871
Babs_05,Otis Redding,(Sittin' On) The Dock of the Bay,Blues,50uGbeaQIxKiSc7jvRTjWx,63,0.726,0.486,0.312,1.59e-06,0.0601,-13.522,0.0533,205.917,0.598
Babs_05,Bill Withers,Ain't No Sunshine,Soul,1k1Bqnv2R0uJXQN4u6LKYt,77,0.457,0.479,0.416,1.72e-05,0.118,-11.451,0.124,79.593,0.514
Babs_05,Gladys Knight & The Pips,Midnight Train to Georgia,Pop,5k7VcffaUZqYLxI4DkIsST,64,0.229,0.576,0.475,2.48e-05,0.0865,-8.432,0.0385,91.879,0.467
Babs_05,Tavares,Heaven Must Be Missing An Angel - Pt. 1,Soul,3ad1MVf3CUFCWW1EyMc9kk,49,0.00716,0.612,0.749,0.0,0.393,-9.209,0.0345,116.791,0.969
Babs_05,Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Rock,6cVQPYWMIyvNnW6UL3kpYq,67,0.267,0.639,0.415,0.000912,0.636,-15.572,0.042,105.928,0.671
Babs_05,Diana Ross,You Are Everything,Soul,5qPw12iOd2txlJlAvVCRBb,54,0.0456,0.507,0.48,2.99e-05,0.14,-9.665,0.0509,150.323,0.503
Babs_05,Rose Royce,Love Don't Live Here Anymore,Soul,3pVsGhUEBZKFtn0n8zjS0H,49,0.834,0.529,0.262,0.00078,0.107,-19.546,0.0697,83.046,0.649
Babs_05,Dionne Warwick,Walk On By,Soul,3xsOtNxtBW0oTI1OWKAzTm,60,0.719,0.7,0.33,8.6e-05,0.136,-9.027,0.0303,98.605,0.524
Babs_05,Ben E. King,Stand By Me,Soul,2KQM3kDM0zMBC9iynePBbS,48,0.411,0.653,0.334,3.47e-05,0.123,-6.955,0.0313,119.46,0.665
Babs_05,Simply Red,Holding Back the Years - 2008 Remaster,Dance,1yg7fwwYmx9DQ2TdXUmfpJ,68,0.58,0.707,0.514,0.000159,0.0953,-8.885,0.0281,86.035,0.524
Babs_05,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Folk,3aSWQJcWnnqgwYbAgidvlV,66,0.204,0.686,0.714,0.0,0.0592,-4.809,0.0287,126.736,0.964
Babs_05,Marvin Gaye,What's Going On,Soul,4RNHbYuRaZesMODlihhsUG,60,0.307,0.433,0.733,0.000144,0.0827,-9.244,0.0491,102.662,0.742
Babs_05,Bill Withers,Lovely Day,Soul,0bRXwKfigvpKZUurwqAlEh,73,0.292,0.69,0.651,0.00241,0.105,-8.267,0.0324,97.918,0.706
Babs_05,Al Green,Let's Stay Together,Blues,63xdwScd1Ai1GigAwQxE8y,72,0.57,0.756,0.397,0.0115,0.0542,-10.701,0.0522,101.985,0.507
Babs_05,Billy Paul,Me and Mrs. Jones,Soul,4sj8qFcEDnRPNv3tBbUVUf,64,0.388,0.303,0.555,1.16e-06,0.468,-9.259,0.0482,67.322,0.447
Babs_05,Bee Gees,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",Rock,1W9zants12SLSVJE2QPYij,72,0.272,0.628,0.198,0.0,0.194,-17.526,0.0294,104.959,0.616
Babs_05,Commodores,Easy,Soul,1JQ6Xm1JrvHfvAqhl5pwaA,76,0.147,0.598,0.353,3.91e-05,0.0592,-15.06,0.0343,132.457,0.342
Babs_05,The Temptations,My Girl,Pop,6jWkZvd1URGktyTTwcpPpB,79,0.625,0.579,0.419,0.0,0.0981,-10.72,0.0346,104.564,0.673
Babs_05,Aretha Franklin,I Say a Little Prayer,Blues,3NfxSdJnVdon1axzloJgba,72,0.48,0.59,0.355,0.0,0.0585,-14.051,0.0352,133.03,0.499
Babs_05,B.B. King,The Thrill Is Gone,Blues,3cg0dJfrQB66Qf2YthPb6G,59,0.0934,0.692,0.493,0.00166,0.128,-9.662,0.0325,86.644,0.28
Babs_05,B.B. King,Chains And Things - Single Version,Blues,5x7Oxaa9EEIx9nw17CC5yW,44,0.579,0.537,0.23,0.203,0.12,-15.371,0.0351,79.849,0.371
Babs_05,N.W.A.,If It Ain't Ruff,Hip-Hop,68Wj3g73FAl8Q22q9vO6Fw,51,0.0281,0.948,0.608,0.0,0.0965,-8.411,0.253,100.042,0.837
Babs_05,The Walkmen,The Rat,Alternative,2YIOkqKgg3jZEFoL5qcEPT,52,0.000151,0.176,0.917,0.0728,0.235,-4.884,0.0635,168.197,0.325
Babs_05,Belly,Feed the Tree,Alternative,3L19vBWH4jTHNXbuBaHbUN,44,0.00325,0.547,0.718,0.672,0.0718,-8.309,0.0269,137.978,0.868
Babs_05,The Charlatans,Just When You're Thinkin' Things Over,Electronic,6L8MryirN2Pd8HH64EKi3s,43,0.000858,0.553,0.946,0.0488,0.105,-4.583,0.0331,101.436,0.909
Babs_05,Kairiki Bear,Mane Mane Psychotropic,Anime,2tmuRm2ROZ0vHEhutI2Hlp,21,0.0666,0.495,0.963,0.0,0.157,-5.02,0.143,105.065,0.609
Babs_05,Bastille,Flaws,Rock,67wABU4SjBlnDHB0KiU3HL,54,0.405,0.57,0.657,1.86e-06,0.0723,-6.987,0.0356,144.247,0.41
Babs_05,George Ezra,Blame It on Me,Pop,2prdNAY0rlnRSEer2WDBMs,59,0.47,0.539,0.756,0.0,0.341,-3.374,0.0274,103.872,0.422
Babs_05,BLACKPINK,DDU-DU DDU-DU,Pop,2aI2k39nfa3KFsa4JclQzw,77,0.0323,0.671,0.859,0.0,0.267,-3.922,0.0833,139.931,0.389
Babs_05,Fall Out Boy,Sunshine Riptide,Pop,0ZqqrBHeSeyZahfcyw9N8O,61,0.00163,0.585,0.731,0.0,0.0462,-5.186,0.0376,133.981,0.804
Babs_05,BACK-ON,Carry on,Anime,6rPiLSE2jdkkpoEbkhF03W,38,4.43e-05,0.554,0.897,3.24e-05,0.207,-3.547,0.0481,135.003,0.763
Babs_05,ONE OK ROCK,The Beginning,Rock,4f3nDjgqXurMryYBSp0TZD,62,8.83e-05,0.36,0.983,0.0,0.111,-2.352,0.101,182.058,0.279
Babs_05,Sam Tinnesz,Man or a Monster (feat. Zayde Wølf),Indie,5wuxZ6UBwAsZpRfQuEVyzw,50,0.316,0.495,0.529,0.000146,0.222,-6.04,0.0296,81.961,0.452
Babs_05,Fall Out Boy,Immortals,Pop,3Te8uLyit6X3ncNW8Fp3K2,74,0.00139,0.613,0.874,1.82e-06,0.656,-3.594,0.0697,108.038,0.543
Babs_05,Kenshi Yonezu,Flamingo,Anime,4izuglBWikzl1e00ynSMOe,47,0.128,0.769,0.658,0.0,0.0984,-6.455,0.0524,114.05,0.921
Babs_05,Duran Duran,Ordinary World,Dance,0wokCRaKD0zPNhMRXAgVsr,71,0.0131,0.472,0.652,1.12e-05,0.14,-10.171,0.0305,140.124,0.401
Babs_05,Duran Duran,Come Undone,Dance,0yfNXxlyXdmP0ue1iJijx1,66,0.0423,0.542,0.793,3.95e-06,0.0814,-8.203,0.053,173.931,0.708
Babs_05,JPEGMAFIA,DD Form 214,Hip-Hop,3EMBRAE27agDta0zxgH8p4,50,0.15,0.587,0.543,9.39e-05,0.379,-9.641,0.536,116.609,0.488
Babs_05,JPEGMAFIA,Real Nega,Alternative,2DVI5bxoh3qXVYA1XmraN8,46,0.00788,0.61,0.952,0.00324,0.172,-2.501,0.315,140.065,0.332
Babs_05,JPEGMAFIA,Thug Tears,Alternative,1PdHorDs2MY7Npj8VQynSn,50,0.26,0.881,0.79,0.000223,0.313,-5.768,0.298,138.964,0.779
Babs_05,JPEGMAFIA,Baby I'm Bleeding,Alternative,5pUudDDuJgIpgKIGk2zmxv,52,0.195,0.574,0.859,0.0,0.416,-2.401,0.193,171.392,0.828
Babs_05,JPEGMAFIA,1539 N. Calvert,Alternative,6XyxCBp6x3jvtxXvMN5sAA,57,0.278,0.863,0.717,0.0826,0.0991,-3.143,0.17,152.05,0.357
Babs_05,Christina Aguilera,Genie in a Bottle,Dance,11mwFrKvLXCbcVGNxffGyP,72,0.21,0.627,0.8,0.000123,0.137,-6.945,0.162,175.815,0.912
Babs_05,Natasha Bedingfield,These Words,Dance,6QLU1GKy2Zh2mOh2uoJ0TV,66,0.0322,0.734,0.635,0.0,0.0808,-7.03,0.0816,96.99,0.931
Babs_05,Vanessa Carlton,A Thousand Miles,Folk,4w1lzcaoZ1IC2K5TwjalRP,78,0.323,0.56,0.825,0.0,0.161,-3.862,0.0379,94.931,0.268
Babs_05,Rihanna,Russian Roulette,Dance,3rMsX63C0IZVnOT5LGYoTH,66,0.046,0.48,0.486,0.0,0.107,-5.754,0.0447,80.051,0.265
Babs_05,Taylor Swift,I Knew You Were Trouble.,Dance,72jCZdH0Lhg93z6Z4hBjgj,64,0.00563,0.596,0.473,1.29e-06,0.043,-6.745,0.039,154.228,0.648
